Date,Balanced Advantage Category,Corporate Bond Category,Liquid Category,US Equity FOF Category,Large Cap Category,Small Cap Category,Mid Cap Category,Flexi Cap Category,Aggressive Hybrid Category
2013-11-13,103.6314,11.0966,616.1025,20.932,60.623,16.9017,2058.5417,103.0126,100.4289
2013-11-14,103.6701,11.171,616.1025,21.148,61.226,16.909,2097.4397,103.6713,100.934
2013-11-18,103.396,11.3171,616.0963,21.46,62.552,16.9237,2132.6379,104.391,101.8555
2013-11-19,103.4355,11.3389,616.0963,20.87,62.757,16.9323,2138.3376,104.4304,101.954
2013-11-20,103.4681,11.2415,616.0963,20.659,62.002,16.9542,2122.0884,104.3551,101.3448
2013-11-21,103.474,11.1125,616.1025,20.772,60.777,16.9646,2086.1404,103.7949,100.4024
2013-11-22,103.5041,11.1248,616.0963,21.35,60.687,16.9635,2084.1404,103.6983,100.408
2013-11-25,103.6001,11.2483,616.0963,21.344,61.91,16.9595,2131.2878,104.1462,101.2725
2013-11-26,103.6402,11.1884,616.0963,21.35,61.349,16.9738,2117.4888,103.8988,100.8702
2013-11-27,103.7259,11.1785,616.0963,21.384,61.279,16.9791,2127.1382,104.0399,100.9528
2013-11-28,103.7346,11.2246,616.1025,21.562,61.547,16.9896,2149.5369,104.2956,101.1801
2013-11-29,103.3436,11.3447,619.0489,21.504,62.42,16.988,2177.7854,104.7299,101.8662
2013-12-02,103.4284,11.4248,619.0489,21.77,62.902,17.005,2192.0847,105.0796,102.1372
2013-12-03,103.4693,11.4448,619.0422,21.584,62.71,17.0188,2186.5349,104.734,102.0483
2013-12-04,103.4962,11.4071,619.0422,21.928,62.321,17.0292,2165.2363,104.5349,101.7438
2013-12-05,103.5545,11.4951,619.0422,21.703,63.281,17.023,2193.2847,104.8704,102.4537
2013-12-06,103.5593,11.5117,619.0489,21.617,63.543,17.0207,2207.4341,104.8992,102.5327
2013-12-09,103.618,11.6182,619.0489,21.572,64.216,17.0374,2234.0325,105.2248,103.2754
2013-12-10,103.6308,11.5907,619.0422,21.624,63.996,17.0353,2230.3828,104.7604,103.1042
2013-12-11,103.6643,11.5373,619.0422,21.586,63.824,17.0434,2210.8838,104.6477,102.9217
2013-12-12,103.7351,11.4844,619.0422,21.324,63.091,17.0631,2191.1348,104.3301,102.4605
2013-12-13,103.7247,11.3979,619.0489,21.558,62.455,17.0604,2152.7368,103.7932,101.9619
2013-12-16,103.8019,11.4056,619.0489,21.688,62.291,17.0612,2165.0862,104.1493,102.0493
2013-12-17,103.3699,11.4003,619.0422,22.111,62.059,17.0765,2157.3865,104.2274,101.9544
2013-12-18,103.4075,11.4753,619.0422,21.875,62.913,17.0664,2206.634,104.8221,102.5196
2013-12-19,103.4336,11.4473,619.0489,22.263,62.243,17.1036,2193.3347,105.046,102.2371
2013-12-20,103.4584,11.5631,619.0489,22.106,63.455,17.0873,2237.2324,105.7306,103.0666
2013-12-23,103.5236,11.5814,619.0422,22.07,63.642,17.0928,2269.5305,106.2119,103.1287
2013-12-24,103.534,11.5776,619.0422,22.15,63.375,17.0954,2279.4302,106.2248,103.042
2013-12-26,103.5763,11.5779,619.0489,22.492,63.56,17.1123,2283.8799,106.4661,103.1818
2013-12-27,103.5893,11.6295,619.0489,22.438,63.879,17.1124,2297.3291,106.5156,103.3917
2013-12-30,103.6429,11.6056,619.0489,21.97,63.578,17.1439,2290.9297,106.5985,103.2725
2013-12-31,103.3941,11.6387,622.2316,22.367,63.753,17.1307,2302.6289,106.8095,103.373
2014-01-01,103.446,11.6332,622.2252,22.592,63.719,17.1295,96.5652,107.0573,103.3884
2014-01-02,103.4808,11.522,622.2316,22.09,62.856,17.174,2262.9812,106.331,102.7597
2014-01-03,103.506,11.5186,622.2252,22.586,62.792,17.1603,2271.3806,106.3657,102.8346
2014-01-06,103.5815,11.4903,622.2252,22.355,62.542,17.1614,2284.5298,106.5155,102.6864
2014-01-07,103.5881,11.4783,622.2316,22.398,62.394,17.1755,2261.031,106.1633,102.4396
2014-01-08,103.5945,11.5039,622.2316,22.511,62.434,17.1888,2268.5806,106.3973,102.5655
2014-01-09,103.5989,11.4618,622.2316,22.528,62.357,17.2058,2240.9321,105.9932,102.5218
2014-01-10,103.6477,11.4734,622.2316,22.393,62.472,17.2178,2216.1836,105.8387,102.5674
2014-01-13,103.721,11.5458,622.2252,22.295,63.359,17.2155,2215.2834,105.9436,103.2522
2014-01-14,,11.5125,622.2316,22.006,63.089,17.2188,2222.2332,105.5204,103.022
2014-01-15,103.7752,11.5841,622.2252,22.225,63.807,17.2155,2229.1829,105.9737,103.6074
2014-01-16,103.3942,11.5347,622.2316,22.282,63.881,17.2215,2225.783,105.6978,103.4226
2014-01-17,103.4134,11.4349,622.2316,22.497,63.227,17.244,2196.5845,105.2355,103.033
2014-01-20,103.4895,11.4966,622.2252,22.28,63.878,17.2173,2226.2332,105.5942,103.3567
2014-01-21,103.5305,11.519,622.2252,22.489,63.709,17.2301,2233.2327,105.732,103.3945
2014-01-22,103.5532,11.5465,622.2316,22.487,64.241,17.2357,2242.8821,105.7761,103.5555
2014-01-23,103.5792,11.5671,622.2252,22.815,64.291,17.235,2232.3325,105.7078,103.4806
2014-01-24,103.6008,11.4077,622.2316,22.81,63.463,17.2508,2183.6353,105.0642,102.4338
2014-01-27,103.6718,11.2147,622.2252,22.753,62.102,17.256,2095.7898,103.9049,101.4372
2014-01-28,103.6757,11.1916,622.2252,22.366,62.131,17.2579,2092.1899,103.7348,101.2543
2014-01-29,103.4118,11.1744,622.2316,22.15,62.43,17.2655,2106.5391,103.8753,101.2819
2014-01-30,103.4259,11.0597,622.2316,22.279,61.674,17.2739,2075.0908,103.1266,100.9186
2014-01-31,103.4429,11.1111,625.3463,22.3,61.724,17.2927,2131.0879,103.8342,101.3195
2014-02-03,103.5223,11.011,625.3396,22.44,61.291,17.2899,2098.4897,103.5126,100.7448
2014-02-04,103.5533,11.0613,625.3463,22.45,60.932,17.2874,2106.8391,103.4975,100.7779
2014-02-05,103.5806,11.1105,625.3463,22.025,61.092,17.3008,2116.5886,103.7728,101.0018
2014-02-06,103.6157,11.1213,625.3463,21.8,61.106,17.3225,2120.8384,103.8305,101.1664
2014-02-07,103.6364,11.1664,625.3463,22.23,61.605,17.3198,2143.7871,104.1329,101.2947
2014-02-10,103.7039,11.1815,625.3463,22.509,61.479,17.336,2131.938,104.0467,101.3151
2014-02-11,103.7273,11.1855,625.3396,22.451,61.599,17.34,2131.5378,104.0011,101.4533
2014-02-12,103.7487,11.196,625.3463,22.5,61.725,17.3374,2126.2881,104.0505,101.6658
2014-02-13,103.7594,11.0965,625.3463,22.624,60.834,17.3641,2086.1904,103.6473,100.9536
2014-02-14,103.785,11.16,625.3396,22.763,61.339,17.3534,2092.7898,103.6296,101.2517
2014-02-17,103.4821,11.1836,625.3396,22.335,61.619,17.3547,92.4707,103.6463,101.444
2014-02-18,103.5059,11.2339,625.3396,22.705,61.996,17.3538,2116.6387,104.0874,101.7499
2014-02-19,,11.2732,625.3463,22.7,62.25,17.3603,2125.7383,102.2048,102.0486
2014-02-20,103.5667,11.2118,625.3396,22.543,61.829,17.3641,2124.5381,104.1234,101.6495
2014-02-21,103.5927,11.2636,625.3396,22.687,62.324,17.3705,2141.0874,104.535,102.0463
2014-02-24,103.6626,11.2944,625.3396,22.444,62.592,17.3718,2145.5371,105.0595,102.2196
2014-02-25,103.687,11.3043,625.3396,22.64,62.8,17.3811,2145.4873,105.2279,102.3435
2014-02-26,103.7081,11.3429,625.3463,22.596,63.066,17.3835,2146.9373,105.4455,102.677
2014-02-28,103.7646,11.3947,628.1816,22.697,63.441,17.4023,2168.386,105.9508,102.9212
2014-03-03,103.4879,11.3459,628.1751,22.621,62.879,17.4261,2155.4868,105.9412,102.5901
2014-03-04,103.4922,11.4363,628.1816,22.595,63.655,17.4138,2192.1348,106.1984,103.0763
2014-03-05,103.5515,11.4828,628.1751,22.552,64.011,17.4109,2210.6838,106.4841,103.3756
2014-03-06,103.5859,11.5865,628.1816,22.735,64.669,17.4293,2253.9817,106.7484,103.9507
2014-03-07,103.6353,11.7405,628.1816,22.663,66.024,17.439,2277.8801,107.1338,104.7299
2014-03-10,103.746,11.7469,628.1751,22.998,65.738,17.4251,2297.9792,107.7873,104.7974
2014-03-11,103.8533,11.742,628.1751,22.612,65.102,17.428,2284.98,107.5063,104.7008
2014-03-12,103.8563,11.741,628.1751,22.695,65.255,17.43,2280.8301,107.5643,104.7798
2014-03-13,103.9202,11.6921,628.1816,22.696,64.913,17.4454,2251.2815,107.1535,104.7717
2014-03-14,103.9564,11.7147,628.1816,22.526,65.036,17.4311,2265.0808,107.1655,104.7808
2014-03-18,104.0619,11.7365,628.1751,22.696,65.158,17.4411,2291.9795,107.783,105.0407
2014-03-19,104.0916,11.7366,628.1816,22.634,65.302,17.4445,2306.3286,108.153,105.0177
2014-03-20,104.0972,11.703,628.1816,22.558,64.858,17.4652,2283.6799,108.0179,104.78
2014-03-21,104.2069,11.7201,628.1751,22.749,64.968,17.4559,2304.979,108.25,104.8492
2014-03-24,104.3035,11.8106,628.1816,22.473,65.852,17.47,2322.8279,108.5537,105.5856
2014-03-25,104.4319,11.8149,628.1816,21.69,65.978,17.4692,2345.9768,108.5786,105.6837
2014-03-26,104.3934,11.8485,628.1751,21.657,65.885,17.4655,2354.8762,108.7602,105.763
2014-03-27,104.4245,11.9121,628.1816,21.521,66.266,17.5086,2356.0261,108.981,106.0586
2014-03-28,104.6408,17.4504,628.1816,21.52,66.941,17.5188,2433.4722,109.755,106.5178
2014-03-31,104.7403,12.0512,631.455,21.538,67.0,17.5278,2465.0203,110.3021,106.7237
2014-04-01,,12.0582,631.4612,21.906,67.146,17.5348,2452.521,113.5652,107.8583
2014-04-02,104.6459,12.1386,631.455,22.098,67.615,17.5283,2504.5684,111.1066,107.1276
2014-04-03,104.6613,19.5494,631.455,22.24,67.356,17.5321,2482.1194,110.9866,106.9541
2014-04-04,104.6173,19.35,631.455,21.766,67.102,17.5166,2490.3191,111.1097,106.7255
2014-04-07,104.6708,19.36,631.4612,21.647,66.999,17.5256,2485.5193,111.0005,106.6656
2014-04-09,104.6926,19.69,631.455,21.408,67.984,17.5346,2542.2166,111.9205,107.3412
2014-04-10,104.7079,19.82,631.4612,21.488,67.987,17.5578,2589.9138,112.304,107.4082
2014-04-11,104.7961,19.66,631.4612,21.11,67.907,17.5524,2583.0642,112.4231,107.3984
2014-04-15,104.8973,19.59,631.4612,20.968,67.664,17.596,2554.2656,111.7416,107.0991
2014-04-16,104.979,19.4,631.455,20.975,67.203,17.587,2514.6677,111.6446,106.6518
2014-04-17,104.9728,19.7,631.4612,20.802,67.943,17.5842,2570.5647,112.3201,107.3551
2014-04-21,105.1503,19.87,631.455,20.984,68.459,17.5958,2600.9133,112.7808,107.671
2014-04-22,105.3231,20.05,631.4612,21.231,68.308,17.6065,2586.314,112.8506,107.7175
2014-04-23,105.3895,20.08,631.455,21.688,68.714,17.612,2572.8647,112.836,108.0227
2014-04-25,105.4519,19.99,631.4612,21.8,68.191,17.6317,2570.6147,112.7217,107.623
2014-04-28,105.5157,19.87,631.455,21.062,67.907,17.6244,2608.4128,112.8982,107.6631
2014-04-29,105.6008,19.77,634.496,21.076,67.465,17.6461,2579.1646,112.7852,107.342
2014-04-30,105.6958,19.68,634.496,21.104,67.279,17.6715,2525.2173,112.1421,107.1661
2014-05-02,105.7909,19.85,634.496,21.394,66.981,17.6673,2539.4666,112.4782,107.2462
2014-05-05,105.9859,20.05,634.496,21.3,67.27,17.6788,2538.3164,112.5422,107.3006
2014-05-06,106.009,20.18,634.496,21.75,67.396,17.6762,2539.7166,112.6282,107.4597
2014-05-07,106.0297,20.13,634.496,21.361,66.924,17.6903,2533.3167,112.3736,107.088
2014-05-08,106.0486,20.08,634.496,21.021,66.767,17.7024,2518.2178,112.3406,107.2065
2014-05-09,106.1508,20.72,634.4893,21.168,69.209,17.6966,2582.2642,113.2223,108.71
2014-05-12,106.283,21.54,634.496,20.95,70.37,17.6996,2616.7126,113.8196,109.9471
2014-05-13,106.2773,22.1,634.496,21.117,71.065,17.6934,2688.8586,114.617,110.7589
2014-05-14,,22.42,634.4893,21.201,71.314,17.6918,2757.7051,122.7895,112.9295
2014-05-15,106.371,22.59,634.496,21.254,71.446,17.7255,2730.0063,114.9033,110.9374
2014-05-16,106.578,23.46,634.4893,20.781,72.308,17.6859,2826.7014,115.7488,111.6711
2014-05-19,106.5839,25.62,634.4893,20.715,72.927,17.7201,3017.5913,117.6318,112.6741
2014-05-20,106.5899,24.88,634.496,21.25,72.692,17.7105,3032.2905,117.9625,112.8042
2014-05-21,106.6686,24.79,634.496,20.889,72.956,17.718,3041.1401,118.0191,112.8283
2014-05-22,106.7537,25.48,634.4893,21.1,73.014,17.7306,3091.8875,118.8151,113.3407
2014-05-23,106.9316,25.82,634.496,20.963,74.008,17.7355,3193.282,119.8887,114.2351
2014-05-26,106.9784,25.76,634.496,21.42,73.891,17.7678,3111.3865,119.0287,114.086
2014-05-27,107.0365,24.84,634.496,21.43,73.138,17.7668,3074.5383,118.7522,113.7953
2014-05-28,107.0496,24.63,634.496,21.699,73.317,17.771,3093.5874,119.5439,113.9906
2014-05-29,107.1021,24.22,634.496,21.807,72.963,17.7829,3054.9395,119.0113,113.2928
2014-05-30,107.1905,24.15,637.6611,22.281,72.375,17.826,3049.1396,118.821,113.1862
2014-06-02,107.236,25.0,637.6544,22.057,73.741,17.7928,3145.3848,119.7882,114.4888
2014-06-03,107.4231,25.27,637.6611,21.99,74.485,17.8153,3166.2334,119.8301,115.0136
2014-06-04,107.5222,25.15,637.6611,21.9,74.337,17.8095,3234.5298,120.5191,115.2049
2014-06-05,107.6529,25.75,637.6611,21.899,75.063,17.8345,3308.0762,121.2472,115.8603
2014-06-06,107.7408,26.93,637.6611,21.882,76.167,17.8319,3370.3228,122.2697,116.8687
2014-06-09,107.8767,27.48,637.6674,21.91,77.108,17.847,3434.4194,122.749,117.5339
2014-06-10,107.878,27.04,637.6544,22.413,77.16,17.8469,3406.1711,123.063,117.286
2014-06-11,107.8761,26.43,637.6611,22.081,76.817,17.8592,3329.7749,122.4155,117.0725
2014-06-12,107.9228,26.25,637.6611,22.065,76.891,17.8456,3336.1248,122.418,117.4147
2014-06-13,107.976,25.55,637.6611,21.975,76.384,17.8606,3216.2307,120.9691,116.469
2014-06-16,107.9536,25.9,637.6544,22.35,76.091,17.847,3240.1296,120.9999,116.4779
2014-06-17,107.9426,26.77,637.6544,22.208,76.889,17.8496,3294.8267,121.7642,117.4386
2014-06-18,107.9489,26.51,637.6611,22.394,76.127,17.874,3250.6292,121.4168,117.0188
2014-06-19,107.9016,25.81,637.6544,22.55,76.018,17.878,3213.481,120.7818,116.7989
2014-06-20,107.8502,25.77,637.6611,22.51,75.704,17.8845,3186.4824,120.7407,116.527
2014-06-23,107.8791,26.09,637.6611,22.79,75.391,17.885,3218.2307,120.9306,116.4668
2014-06-24,107.9086,26.76,637.6544,22.668,76.254,17.8894,3292.9768,121.7305,117.2231
2014-06-25,107.9552,26.95,637.6611,22.51,76.147,17.9024,3302.8264,121.6522,117.0778
2014-06-26,108.0195,26.16,637.6611,22.635,75.634,17.9074,3264.0784,121.4881,116.5833
2014-06-27,108.0211,25.94,637.6611,22.707,75.569,17.9123,3280.9275,121.6982,116.8636
2014-06-30,108.1211,26.52,640.8104,22.624,76.467,17.9194,3380.0723,122.6879,117.6608
2014-07-01,,26.53,640.8104,22.31,76.763,17.925,3384.272,137.762,122.1211
2014-07-02,108.251,26.81,640.8043,22.51,77.621,17.9216,3432.2695,124.6454,118.9699
2014-07-03,108.2774,26.72,640.8104,22.607,77.705,17.9437,3417.9204,124.7328,119.029
2014-07-04,108.3324,26.81,640.8104,22.5,78.227,17.9336,3435.4692,125.1851,119.4607
2014-07-07,108.3898,26.84,640.8043,23.0,78.277,17.9595,3436.6694,125.6739,119.6047
2014-07-08,108.3878,25.7,640.8104,23.01,76.833,17.9753,3228.4802,123.5604,117.8837
2014-07-09,108.4151,25.63,640.8104,23.12,76.256,17.9975,3153.8342,122.8976,117.4233
2014-07-10,108.4249,25.88,640.8043,23.3,76.378,18.0018,3169.4832,122.9741,117.3896
2014-07-11,108.1137,25.01,640.8104,22.648,75.197,18.0079,3028.5408,121.2241,116.3299
2014-07-14,107.9854,25.19,640.8043,22.895,75.038,18.0023,3058.3892,121.4395,116.2487
2014-07-15,108.0604,25.67,640.8104,22.75,75.799,18.0013,3146.5344,122.6915,117.1423
2014-07-16,108.1362,25.56,640.8104,22.884,76.871,18.0047,3194.832,123.4968,118.0783
2014-07-17,108.2175,25.63,640.8043,22.895,76.961,18.0108,3244.7292,124.3255,118.3918
2014-07-18,108.2555,25.36,640.8104,22.676,77.315,18.0209,3213.5811,124.3206,118.5929
2014-07-21,108.3794,25.3,640.8104,23.35,77.468,18.0365,3206.9314,124.4352,118.6427
2014-07-22,108.4712,25.44,640.8104,22.965,78.235,18.0321,3205.1316,124.4685,119.0361
2014-07-23,108.5746,25.41,640.8171,23.3,78.615,18.0376,3197.032,124.3006,119.0934
2014-07-24,108.6962,25.25,640.8104,23.398,78.819,18.0355,3201.7317,124.5873,118.7991
2014-07-25,108.7179,24.9,640.8104,23.683,78.453,18.0501,3126.1357,123.8199,118.2747
2014-07-28,108.7696,24.49,640.8043,23.999,78.223,18.0629,3109.6865,123.7151,117.9631
2014-07-30,108.7581,24.73,640.8104,23.816,78.61,18.0668,3144.4348,123.7154,118.3554
2014-07-31,108.8084,24.68,644.1696,25.915,78.014,18.0892,3150.2844,123.5691,118.0579
2014-08-01,108.7849,24.3,644.1761,24.197,77.116,18.0986,3125.3857,123.0984,117.3301
2014-08-04,108.8673,24.51,644.1696,23.795,77.695,18.0905,3179.2327,123.6603,117.9073
2014-08-05,108.7745,24.59,644.1761,24.35,78.199,18.0921,3203.7314,123.8284,118.3725
2014-08-06,108.6927,24.45,644.1761,24.068,77.418,18.1096,3168.9336,123.4239,117.9555
2014-08-07,108.7486,24.54,644.1761,23.881,77.245,18.1153,3156.634,123.226,117.7971
2014-08-08,108.7279,24.07,644.1696,23.8,76.756,18.121,3078.738,122.2498,117.1107
2014-08-11,108.8297,24.05,644.1696,24.109,77.125,18.1272,3112.6365,122.7688,117.5144
2014-08-12,108.8541,24.69,644.1696,23.533,77.932,18.117,3130.9355,122.9815,118.0769
2014-08-13,108.9453,24.21,644.1761,23.578,78.281,18.1474,3056.7393,122.3452,118.0107
2014-08-14,108.9888,24.51,644.1696,23.728,78.785,18.1435,3102.887,122.8878,118.5623
2014-08-18,,25.31,644.1696,23.839,79.569,18.1565,3169.9832,138.8609,124.2004
2014-08-19,109.1381,25.3,644.1761,24.0,79.77,18.1641,3194.3821,124.7661,119.8844
2014-08-20,109.199,25.06,644.1696,24.033,79.504,18.1611,3196.4819,124.9455,119.7912
2014-08-21,109.1791,24.94,644.1696,24.051,79.548,18.1698,3204.9814,125.2601,120.0068
2014-08-22,109.2192,25.1,644.1761,24.157,80.019,18.1773,3220.1309,125.2193,120.3241
2014-08-25,109.2596,24.85,644.1761,23.894,79.863,18.1923,3168.3835,124.6367,120.3063
2014-08-26,109.2961,24.65,644.1761,24.395,80.089,18.1881,3152.6343,124.4943,120.2479
2014-08-27,109.3655,24.95,644.1696,24.153,80.366,18.1981,3155.7839,124.8135,120.7096
2014-08-28,109.3934,25.18,644.1761,24.41,80.612,18.2123,3131.2354,124.6799,120.9433
2014-09-01,109.5116,26.03,647.3543,24.408,81.285,18.198,3224.6306,125.6849,121.7911
2014-09-02,109.5448,25.91,647.361,24.45,81.89,18.2088,3240.7795,126.358,122.3349
2014-09-03,109.6166,25.85,647.361,24.494,82.185,18.2229,3263.5283,126.6078,122.6573
2014-09-04,109.6473,25.78,647.3543,24.2,81.754,18.2146,3261.7786,126.5745,122.4813
2014-09-05,109.6985,25.87,647.3543,24.365,81.714,18.2242,3267.8782,126.5764,122.5661
2014-09-08,109.8163,26.29,647.3543,24.189,82.591,18.2317,3318.6755,127.2711,123.2789
2014-09-09,109.721,26.29,647.3543,24.476,82.491,18.2368,3337.7744,127.3521,123.303
2014-09-10,109.8244,25.96,647.3543,24.511,81.992,18.2314,3332.8247,127.1049,123.0421
2014-09-11,109.8546,25.77,647.361,24.6,81.833,18.2375,3360.0232,127.8328,123.437
2014-09-12,109.8922,25.76,647.361,24.576,81.885,18.2352,3360.4731,128.0978,123.7479
2014-09-15,109.9641,25.58,647.3543,24.477,81.267,18.2488,3367.073,128.0739,123.5179
2014-09-16,109.9902,24.84,647.361,24.472,80.374,18.2645,3215.031,126.089,122.2591
2014-09-17,110.0495,24.64,647.3543,24.415,80.483,18.266,3234.1301,126.551,122.6544
2014-09-18,110.1537,24.91,647.3543,24.467,82.044,18.2578,3316.6257,127.9653,123.711
2014-09-19,110.2016,24.77,647.361,24.56,82.127,18.2745,3282.8274,127.9469,123.8077
2014-09-22,110.3306,25.09,647.3543,24.512,82.592,18.2771,3274.5779,128.1154,123.9129
2014-09-23,110.361,25.23,647.361,24.415,81.424,18.2961,3186.5325,126.8948,122.8301
2014-09-24,110.4004,24.73,647.3543,24.335,81.142,18.2807,3152.1843,126.3112,122.6103
2014-09-25,110.4443,24.36,647.361,24.498,80.237,18.2987,3056.8894,125.3378,121.8388
2014-09-26,110.5813,24.67,647.361,24.24,80.895,18.2871,3116.0361,125.968,120.9684
2014-09-29,110.6058,24.49,647.361,24.611,80.672,18.3117,3134.8853,126.4462,121.1227
2014-09-30,110.6084,24.5,650.3618,24.45,80.718,18.3226,3127.3357,126.1678,121.1605
2014-10-01,110.6379,24.45,650.3618,24.601,80.558,18.3344,3127.9355,126.1385,121.0323
2014-10-07,110.878,24.08,650.3552,24.781,79.381,18.3577,3101.137,125.3238,120.36
2014-10-08,110.9817,24.21,650.3552,24.381,79.634,18.3486,3111.9863,125.1077,120.1754
2014-10-09,110.9422,24.69,650.3618,24.38,80.413,18.3556,3175.6831,126.2212,120.9761
2014-10-10,111.0732,24.35,650.3618,23.959,79.729,18.3745,3114.7361,125.1907,120.276
2014-10-13,111.165,24.46,650.3552,23.787,79.911,18.3766,3131.5354,125.2486,120.6301
2014-10-14,111.3032,24.52,650.3552,23.934,79.701,18.3801,3132.2351,125.2028,120.5394
2014-10-15,,,650.3618,,,,,215.9311,100.0
2014-10-16,111.4989,24.33,650.3552,23.241,78.686,18.3978,3036.4902,124.1534,119.5303
2014-10-17,111.5184,24.41,650.3552,23.075,78.842,18.378,3079.4382,124.6015,119.9476
2014-10-20,111.6753,25.39,650.3618,24.153,79.918,18.3923,3134.6353,125.3961,120.8259
2014-10-21,111.7859,25.38,650.3618,24.281,80.262,18.4053,3165.3335,125.6895,121.2889
2014-10-22,111.8628,25.35,650.3618,24.066,80.685,18.41,3198.4817,126.3631,121.7598
2014-10-27,112.0815,25.31,650.3618,24.452,80.776,18.4352,3184.3325,126.6865,121.902
2014-10-28,112.18,25.48,650.3618,24.979,81.103,18.4228,3194.2319,126.6907,122.1401
2014-10-29,112.2563,25.57,650.3682,25.11,81.639,18.4383,3202.8315,127.0202,122.6161
2014-10-30,112.3874,25.63,650.3618,25.19,82.842,18.4522,3225.1304,127.4587,123.308
2014-10-31,112.549,26.31,653.3573,25.094,84.115,18.4543,3293.127,128.3888,124.4783
2014-11-03,112.7413,25.92,653.3573,25.701,84.35,18.4465,3333.0247,129.237,124.5496
2014-11-05,113.0,25.78,653.3573,24.986,84.399,18.4585,3325.1252,128.9478,124.7079
2014-11-07,113.0631,25.69,653.3508,25.615,84.537,18.467,3315.9756,129.24,124.8065
2014-11-10,113.2158,25.39,653.3508,25.87,84.366,18.4781,3317.2756,129.3156,124.8436
2014-11-11,113.233,25.39,653.3508,25.499,84.647,18.4767,3342.2742,129.6996,125.1062
2014-11-12,113.2863,25.33,653.3508,25.7,84.822,18.4776,3365.9729,130.1781,125.4457
2014-11-13,113.1662,24.97,653.3573,25.649,84.564,18.5018,3345.5742,129.7716,125.3434
2014-11-14,113.1821,25.43,653.3573,25.786,84.91,18.4836,3384.1221,130.0001,125.6829
2014-11-17,113.3374,25.86,653.3508,25.85,85.265,18.4991,3413.7205,130.3801,125.9966
2014-11-18,113.4102,25.84,653.3508,25.95,85.14,18.5073,3444.6689,130.8427,126.232
2014-11-19,113.4418,25.45,653.3573,26.171,84.607,18.5114,3376.0725,130.5774,125.8676
2014-11-20,113.4823,25.35,653.3508,26.057,84.773,18.5146,3361.5732,130.6096,126.0561
2014-11-21,113.5065,25.37,653.3573,25.896,85.514,18.5301,3362.5232,130.8226,126.5784
2014-11-24,113.5794,25.47,653.3573,26.005,86.102,18.5319,3385.522,131.1335,127.0406
2014-11-25,113.6379,25.54,653.3573,26.39,85.636,18.5399,3313.6758,130.3914,126.3625
2014-11-26,113.6632,25.69,653.3508,26.25,85.824,18.5426,3340.3245,130.8192,126.5832
2014-11-27,113.6867,25.68,653.3573,26.514,86.324,18.5479,3361.3733,131.1635,126.8703
2014-11-28,113.8838,25.67,653.3508,26.509,86.931,18.5483,3418.1704,131.8695,127.8649
2014-12-01,114.0367,25.27,656.1843,26.836,86.438,18.5647,3403.6711,132.0782,127.8272
2014-12-02,114.3339,25.09,656.178,27.132,86.302,18.5593,3443.5188,132.6105,127.975
2014-12-03,114.3739,25.46,656.178,27.062,86.457,18.5674,3479.5671,133.3489,128.5982
2014-12-04,114.375,25.51,656.178,26.6155,86.819,18.5734,3488.3167,133.5483,129.1987
2014-12-05,114.4292,25.3,656.178,27.548,86.751,18.5819,3456.8684,133.2557,128.7955
2014-12-08,114.5229,25.21,656.178,27.743,85.548,18.5861,3407.1709,132.8986,128.1339
2014-12-09,114.6075,24.73,656.178,27.7,84.592,18.58,3323.8752,131.9646,127.3378
2014-12-10,114.5532,25.0,656.178,26.707,84.748,18.5762,3368.373,132.3938,127.6045
2014-12-11,114.6519,24.68,656.178,25.974,84.19,18.5879,3329.825,131.7934,126.9926
2014-12-12,114.7909,24.07,656.178,26.995,83.433,18.5908,3270.728,130.9974,126.2799
2014-12-15,114.8848,24.14,656.178,26.246,83.29,18.598,3246.3794,130.686,126.0567
2014-12-16,114.3427,23.69,656.178,25.606,82.033,18.6086,3150.1846,128.9055,124.8433
2014-12-17,114.3381,23.84,656.1843,25.367,81.523,18.6252,3129.2354,128.7102,124.4469
2014-12-18,114.4956,24.61,656.1843,25.662,82.594,18.634,3248.2793,130.8612,126.0313
2014-12-19,114.4116,24.87,656.1843,25.999,83.406,18.6466,3269.1782,131.4209,126.5965
2014-12-22,114.5061,25.29,656.178,26.389,84.449,18.6573,3301.9265,131.979,127.2891
2014-12-23,114.6022,25.01,656.1843,26.056,83.599,18.6634,3263.7283,132.1311,126.953
2014-12-24,114.5759,24.69,656.178,26.624,83.205,18.6459,3267.2781,132.1829,126.3499
2014-12-26,114.5973,24.78,656.1843,26.244,82.811,18.6673,3292.5269,132.4195,126.4889
2014-12-29,114.7535,24.99,656.1843,26.079,83.431,18.6858,3326.2751,132.8665,126.6763
2014-12-30,114.9108,24.91,656.1843,26.276,83.393,18.6874,3344.2241,133.2797,126.8463
2014-12-31,115.0256,25.01,659.2574,26.576,83.877,18.6954,3363.2732,134.0143,127.2929
2015-01-01,115.0622,25.09,659.2508,26.865,83.814,18.7021,129.2335,134.2314,127.4658
2015-01-02,115.0298,25.22,659.2574,26.509,84.714,18.6999,3394.5715,134.8481,128.3808
2015-01-05,115.0697,25.25,659.2508,26.939,84.493,18.7165,3404.821,134.8374,128.1805
2015-01-06,115.0098,24.4,659.2574,26.5,82.388,18.7491,3269.5281,132.8021,126.1092
2015-01-07,115.0964,24.42,659.2508,27.126,81.995,18.7437,3261.0286,132.5871,126.2377
